# ORIGINAL ENTRY: Douglas Limmer
# ORIGINAL ENTRY DATE: 2013/07/05

###Block: Bonus Feat ability pools
# Ability Category				Visible		Editable or Static?	Change Pool?	Fractional values?	Category of Object		Type of Object						Plural description for UI		Display Location
ABILITYCATEGORY:Metamind Bonus PP Level			VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:MetamindBonusPP			PLURAL:Metamind Bonus PP Levels			DISPLAYLOCATION:Class Abilities
ABILITYCATEGORY:Phrenic Slayer Favored Enemy		VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:SlayerFavoredEnemy			PLURAL:Slayer Favored Enemy				DISPLAYLOCATION:Class Abilities
ABILITYCATEGORY:Dark Tempest Blade Skill			VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:DarkTempestBladeSkill		PLURAL:Dark Tempest Blade Skills			DISPLAYLOCATION:Class Abilities
ABILITYCATEGORY:Dark Tempest Expanded Power List Class	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:DarkTempestExpandedPowerListClass		PLURAL:Dark Tempest Expanded Power List Class			DISPLAYLOCATION:Class Abilities

###Block: Sighted Seeker ability pools
ABILITYCATEGORY:Sighted Seeker Hypercognition	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:SightedSeekerHypercognition								PLURAL:Sighted Seeker Hypercognition	DISPLAYLOCATION:Class Abilities
ABILITYCATEGORY:Sighted Seeker The Sight		VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:SightedSeekerTheSight									PLURAL:Sighted Seeker The Sight		DISPLAYLOCATION:Class Abilities
ABILITYCATEGORY:Sighted Seeker Metafaculty	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:SightedSeekerMetafaculty									PLURAL:Sighted Seeker Metafaculty		DISPLAYLOCATION:Class Abilities

###Block: Enhancement choice ability pools
# Ability Category							Visible		Editable or Static?	Change Pool?	Fractional values?	Category of Object		Type of Object						Display Location
ABILITYCATEGORY:Adaptive Warrior Enhancement Choice		VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:NO		FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:AdaptiveWarriorEnhancementChoice		DISPLAYLOCATION:Class Abilities
ABILITYCATEGORY:Body Snatcher Enhancement Choice		VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:NO		FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:BodySnatcherEnhancementChoice			DISPLAYLOCATION:Class Abilities
ABILITYCATEGORY:Cerebremancer Enhancement Choice			VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:NO		FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:CerebremancerEnhancementChoice			DISPLAYLOCATION:Class Abilities
ABILITYCATEGORY:Elocater Enhancement Choice			VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:NO		FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:ElocaterEnhancementChoice			DISPLAYLOCATION:Class Abilities
ABILITYCATEGORY:Metamind Enhancement Choice			VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:NO		FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:MetamindEnhancementChoice			DISPLAYLOCATION:Class Abilities
ABILITYCATEGORY:Metamorph Enhancement Choice			VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:NO		FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:MetamorphEnhancementChoice			DISPLAYLOCATION:Class Abilities
ABILITYCATEGORY:Phrenic Slayer Enhancement Choice	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:NO		FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:PhrenicSlayerEnhancementChoice		DISPLAYLOCATION:Class Abilities
ABILITYCATEGORY:Psicrystal Imprinter Enhancement Choice	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:NO		FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:PsicrystalImprinterEnhancementChoice		DISPLAYLOCATION:Class Abilities
ABILITYCATEGORY:Psion Uncarnate Enhancement Choice	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:NO		FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:PsionUncarnateEnhancementChoice		DISPLAYLOCATION:Class Abilities
ABILITYCATEGORY:Psionic Fist Enhancement Choice	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:NO		FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:PsionicFistEnhancementChoice		DISPLAYLOCATION:Class Abilities
ABILITYCATEGORY:Sighted Seeker Enhancement Choice		VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:NO		FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:SightedSeekerEnhancementChoice			DISPLAYLOCATION:Class Abilities
ABILITYCATEGORY:Soul Archer Enhancement Choice			VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:NO		FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:SoulArcherEnhancementChoice			DISPLAYLOCATION:Class Abilities
ABILITYCATEGORY:Telekinetic Weaponmaster Enhancement Choice	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:NO		FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:TelekineticWeaponmasterEnhancementChoice	DISPLAYLOCATION:Class Abilities
ABILITYCATEGORY:Thrallherd Enhancement Choice			VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:NO		FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:ThrallherdEnhancementChoice			DISPLAYLOCATION:Class Abilities
ABILITYCATEGORY:War Mind Enhancement Choice			VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:NO		FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:WarMindEnhancementChoice			DISPLAYLOCATION:Class Abilities

###Block: Racial Traits (abilities) Categories
# Ability Category				Visible		Editable or Static?	Change Pool?	Fractional values?	Category of Object		Type of Object			Plural description for UI		Display where?				Display Location
ABILITYCATEGORY:Blue Racial Trait		VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:NO		FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:BlueRacialTrait		PLURAL:Blue Racial Traits								DISPLAYLOCATION:Racial Abilities
ABILITYCATEGORY:Dromite Racial Trait	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:NO		FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:DromiteRacialTrait		PLURAL:Dromite Racial Traits								DISPLAYLOCATION:Racial Abilities
ABILITYCATEGORY:DuergarDSP Racial Trait	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:NO		FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:DuergarDSPRacialTrait	PLURAL:Duergar Racial Traits		DISPLAYNAME:Duergar Racial Trait	DISPLAYLOCATION:Racial Abilities
ABILITYCATEGORY:Elan Racial Trait		VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:NO		FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:ElanRacialTrait		PLURAL:Elan Racial Traits								DISPLAYLOCATION:Racial Abilities
ABILITYCATEGORY:Half-Giant Racial Trait	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:NO		FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:Half-GiantRacialTrait	PLURAL:Half-Giant Racial Traits							DISPLAYLOCATION:Racial Abilities
ABILITYCATEGORY:Maenad Racial Trait		VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:NO		FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:MaenadRacialTrait		PLURAL:Maenad Racial Traits								DISPLAYLOCATION:Racial Abilities
ABILITYCATEGORY:Ophiduan Racial Trait	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:NO		FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:OphiduanRacialTrait	PLURAL:Ophiduan Racial Traits								DISPLAYLOCATION:Racial Abilities
ABILITYCATEGORY:Xeph Racial Trait		VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:NO		FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:XephRacialTrait		PLURAL:Xeph Racial Traits								DISPLAYLOCATION:Racial Abilities
ABILITYCATEGORY:Forgeborn Racial Trait	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:NO		FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:ForgebornRacialTrait	PLURAL:Forgeborn Racial Traits							DISPLAYLOCATION:Racial Abilities
ABILITYCATEGORY:Noral Racial Trait		VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:NO		FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:NoralRacialTrait		PLURAL:Noral Racial Traits								DISPLAYLOCATION:Racial Abilities

###Block: Traits Sub Selections
ABILITYCATEGORY:Blue Race Trait		VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:BlueTrait		PLURAL:Blue Race Traits			DISPLAYLOCATION:Traits
ABILITYCATEGORY:Dromite Race Trait		VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:DromiteTrait		PLURAL:Dromite Race Traits		DISPLAYLOCATION:Traits
ABILITYCATEGORY:DuergarDSP Race Trait	DISPLAYNAME:Duergar Race Trait	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:DuergarDSPTrait		PLURAL:Duergar Race Traits		DISPLAYLOCATION:Traits
ABILITYCATEGORY:Elan Race Trait		VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:ElanTrait		PLURAL:Elan Race Traits			DISPLAYLOCATION:Traits
ABILITYCATEGORY:Half-Giant Race Trait	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:HalfGiantTrait	PLURAL:Half-Giant Race Traits		DISPLAYLOCATION:Traits
ABILITYCATEGORY:Maenad Race Trait		VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:MaenadTrait		PLURAL:Maenad Race Traits		DISPLAYLOCATION:Traits
ABILITYCATEGORY:Ophiduan Race Trait		VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:OphiduanTrait	PLURAL:Ophiduan Race Traits		DISPLAYLOCATION:Traits
ABILITYCATEGORY:Xeph Race Trait		VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:XephTrait		PLURAL:Xeph Race Traits			DISPLAYLOCATION:Traits
ABILITYCATEGORY:Forgeborn Race Trait	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:ForgebornTrait	PLURAL:Forgeborn Race Traits		DISPLAYLOCATION:Traits
ABILITYCATEGORY:Noral Race Trait		VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:NoralTrait		PLURAL:Noral Race Traits		DISPLAYLOCATION:Traits

###Block: Race Traits
# COMMENT: Why are these duplicated??
# Ability Category				Visible		Editable or Static?	Change Pool?	Fractional values?	Category of Object		Type of Object		Plural description for UI	Display Location
#ABILITYCATEGORY:Blue Race Trait		VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:BlueTrait		PLURAL:Blue Race Traits		DISPLAYLOCATION:Traits
#ABILITYCATEGORY:Dromite Race Trait		VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:DromiteTrait		PLURAL:Dromite Race Traits	DISPLAYLOCATION:Traits
#ABILITYCATEGORY:Duergar Race Trait		VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:DuergarTrait		PLURAL:Duergar Race Traits	DISPLAYLOCATION:Traits
#ABILITYCATEGORY:Elan Race Trait		VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:ElanTrait		PLURAL:Elan Race Traits		DISPLAYLOCATION:Traits
#ABILITYCATEGORY:Half Giant Race Trait	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:HalfGiantTrait	PLURAL:Half-Giant Race Traits	DISPLAYLOCATION:Traits
#ABILITYCATEGORY:Maenad Race Trait		VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:MaenadTrait		PLURAL:Maenad Race Traits	DISPLAYLOCATION:Traits
#ABILITYCATEGORY:Ophiduan Race Trait		VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:OphiduanTrait	PLURAL:Ophiduan Race Traits	DISPLAYLOCATION:Traits
#ABILITYCATEGORY:Xeph Race Trait		VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:XephTrait		PLURAL:Xeph Race Traits		DISPLAYLOCATION:Traits

###Block: Dromite Energy Choice category
# Ability Category			Visible		Editable or Static?	Change Pool?	Fractional values?	Category of Object		Type of Object			Plural description for UI	Display Location
ABILITYCATEGORY:Dromite Chitin	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:NO		FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:DromiteChitinEnergy	PLURAL:Dromite Chitin		DISPLAYLOCATION:Racial Abilities

###Block: Noral Gift of Tongues category
ABILITYCATEGORY:Noral Additional Language	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:NO		FRACTIONALPOOL:NO		CATEGORY:Special Ability	ABILITYLIST:Noral Language Selections	PLURAL:Noral Additional Languages		DISPLAYLOCATION:Racial Abilities

###Block: Improved Psicrystal Personality category
# Ability Category					Visible		Editable or Static?	Change Pool?	Fractional values?	Category of Object		Type of Object			Plural description for UI			Display Location
ABILITYCATEGORY:Psicrystal Personality	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:PsicrystalPersonality	PLURAL:Improved Psicrystal Personalities	DISPLAYLOCATION:Feats

###Block: Astral Construct ability pools
# Ability Category					Visible		Editable or Static?	Change Pool?	Fractional values?	Category of Object		Type of Object			Plural description for UI			Display Location
ABILITYCATEGORY:Astral Construct Menu A Ability	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:AstralConstructMenuA	PLURAL:Astral Construct Menu A Abilities	DISPLAYLOCATION:Racial Abilities
ABILITYCATEGORY:Astral Construct Menu B Ability	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:AstralConstructMenuB	PLURAL:Astral Construct Menu B Abilities	DISPLAYLOCATION:Racial Abilities
ABILITYCATEGORY:Astral Construct Menu C Ability	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:AstralConstructMenuC	PLURAL:Astral Construct Menu C Abilities	DISPLAYLOCATION:Racial Abilities

###Block: Bonus Powers
# Ability Category					Visible		Editable or Static?	Change Pool?	Fractional values?	Category of Object		Type of Object				Display Location
ABILITYCATEGORY:Bonus Cryptic Power			VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:BonusSpellKnownCryptic		DISPLAYLOCATION:Class Abilities
ABILITYCATEGORY:Bonus Dread Power			VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:BonusSpellKnownDread		DISPLAYLOCATION:Class Abilities
ABILITYCATEGORY:Bonus Marksman Power		VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:BonusSpellKnownMarksman		DISPLAYLOCATION:Class Abilities
ABILITYCATEGORY:Bonus Psion Power			VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:BonusSpellKnownPsion		DISPLAYLOCATION:Class Abilities
ABILITYCATEGORY:Bonus Psychic Warrior Power	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:BonusSpellKnownPsychicWarrior	DISPLAYLOCATION:Class Abilities
ABILITYCATEGORY:Bonus Tactician Power		VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:BonusSpellKnownTactician		DISPLAYLOCATION:Class Abilities
ABILITYCATEGORY:Bonus Vitalist Power		VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:BonusSpellKnownVitalist		DISPLAYLOCATION:Class Abilities
ABILITYCATEGORY:Bonus Wilder Power			VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:BonusSpellKnownWilder		DISPLAYLOCATION:Class Abilities
ABILITYCATEGORY:Bonus Gifted Blade Power		VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:BonusSpellKnownGiftedBlade	DISPLAYLOCATION:Class Abilities
ABILITYCATEGORY:Bonus Psychic Fist Power	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:BonusSpellKnownPsychicFist	DISPLAYLOCATION:Class Abilities
ABILITYCATEGORY:Bonus Sighted Seeker Power	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:BonusSpellKnownSightedSeeker	DISPLAYLOCATION:Class Abilities
ABILITYCATEGORY:Bonus War Mind Power	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:BonusSpellKnownWarMind	DISPLAYLOCATION:Class Abilities

ABILITYCATEGORY:Bonus Power				VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:YES	FRACTIONALPOOL:NO		CATEGORY:Internal			TYPE:BonusPower				DISPLAYLOCATION:Class Abilities

###Block: Other ability pools
# Ability Category					Visible		Editable or Static?	Change Pool?	Fractional values?	Category of Object		Type of Object			Plural description for UI			Display Location
ABILITYCATEGORY:Improved Shield Blade Skill	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:NO		FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:ImprovedShieldBladeSkill	PLURAL:Improve Shield Blade Skills		DISPLAYLOCATION:Class Abilities
ABILITYCATEGORY:Dromite Crafter Skill Bonus	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:NO		FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:DromiteCrafter		PLURAL:Dromite Crafter Skill Bonuses	DISPLAYLOCATION:Racial Abilities
ABILITYCATEGORY:Duergar Ancestral Voice Bonus	VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:NO		FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:DuergarAncestralVoice	PLURAL:Duergar Ancestral Voice Bonuses	DISPLAYLOCATION:Racial Abilities
ABILITYCATEGORY:Ophiduan Scholar Bonus		VISIBLE:QUALIFY	EDITABLE:YES		EDITPOOL:NO		FRACTIONALPOOL:NO		CATEGORY:Special Ability	TYPE:OphiduanScholar		PLURAL:Ophiduan Scholar Bonuses		DISPLAYLOCATION:Racial Abilities

#
# End
#

