# CVS $Revision$ $Author$ -- Tue Sep  4 07:13:30 2012 -- reformated by prettylst.pl v1.39 (build 15052)
# All Material Used from this Web Site - http://www.d20pfsrd.com/classes/core-classes/wizard/archetypes/paizo---wizard-archetypes/spellslinger
# ORIGINAL ENTRY: Andrew Maitland (LegacyKing)
# ORIGINAL ENTRY DATE: 2012-02-03

###Block: Alchemist ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------ ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
# Ability Name			Unique Key							Category of Ability		Type							Description																																																																																																																																											Source Page
BEASTMORPH				KEY:Alchemist Archetype ~ BEASTMORPH		CATEGORY:Archetype		TYPE:Archetype.AlchemistArchetype.AlchemistSwiftAlchemy.AlchemistPoisonResistance.AlchemistPoisonResistance4.AlchemistPoisonResistance6.AlchemistPoisonImmunity.AlchemistPersistentMutagen		PRECLASS:1,Alchemist=1	PREMULT:1,[PREABILITY:1,CATEGORY=Archetype,Alchemist Archetype ~ BEASTMORPH],[!PREABILITY:1,CATEGORY=Archetype,TYPE.AlchemistSwiftAlchemy,TYPE.AlchemistPoisonResistance,TYPE.AlchemistPoisonResistance4,TYPE.AlchemistPoisonResistance6,TYPE.AlchemistPoisonImmunity,TYPE.AlchemistPersistentMutagen]	DESC:Beastmorphs study the anatomy of monsters, learning how they achieve their strange powers. They use their knowledge to duplicate these abilities, but at the cost of taking on inhuman shapes when they use mutagens.																																																																																																								SOURCEPAGE:p.24	ABILITY:Special Ability|AUTOMATIC|Beastform Mutagen ~ Alchemist|PRECLASS:1,Alchemist=3	ABILITY:Special Ability|AUTOMATIC|Improved Beastform Mutagen ~ Alchemist|PRECLASS:1,Alchemist=6	ABILITY:Special Ability|AUTOMATIC|Greater Beastform Mutagen ~ Alchemist|PRECLASS:1,Alchemist=10	ABILITY:Special Ability|AUTOMATIC|Grand Beastform Mutagen ~ Alchemist|PRECLASS:1,Alchemist=14	ABILITY:Special Ability|AUTOMATIC|Discoveries ~ Alchemist
#

TITAN MAULER			KEY:Barbarian Archetype ~ TITAN MAULER			CATEGORY:Archetype		TYPE:Archetype.BarbarianArchetype.BarbarianFastMovement.BarbarianUncannyDodge.BarbarianTrapSense.BarbarianImprovedUncannyDodge.BarbarianIndomitableWill		PRECLASS:1,Barbarian=1	PREMULT:1,[PREABILITY:1,CATEGORY=Archetype,Barbarian Archetype ~ TITAN MAULER],[!PREABILITY:1,CATEGORY=Archetype,TYPE.BarbarianFastMovement,TYPE.BarbarianUncannyDodge,TYPE.BarbarianTrapSense,TYPE.BarbarianImprovedUncannyDodge,TYPE.BarbarianIndomitableWill]	DESC:In lands overrun by giants, dragons, and other hulking beasts, entire fellowships of barbarians hone tactics and traditions with one purpose-to bring low these massive foes. While her enemies' size makes the creatures strong, the titan mauler is even stronger, taking up weapons from her fallen foes that no lesser warrior can lift, and using them when she beseeches the spirits to grant her increased size and greater ferocity against her titanic foes.																																																																																																																												SOURCEPAGE:p.30	ABILITY:Special Ability|AUTOMATIC|Big Game Hunter ~ TITAN MAULER|PRECLASS:1,Barbarian=1	ABILITY:Special Ability|AUTOMATIC|Jotungrip ~ TITAN MAULER|PRECLASS:1,Barbarian=2	ABILITY:Special Ability|AUTOMATIC|Massive Weapons ~ TITAN MAULER|PRECLASS:1,Barbarian=3	ABILITY:Special Ability|AUTOMATIC|Evade Reach ~ TITAN MAULER|PRECLASS:1,Barbarian=5	ABILITY:Special Ability|AUTOMATIC|Titanic Rage ~ TITAN MAULER|PRECLASS:1,Barbarian=14	ABILITY:Special Ability|AUTOMATIC|Rage Powers ~ TITAN MAULER|PRECLASS:1,Barbarian=1
#
Big Game Hunter			KEY:Big Game Hunter ~ TITAN MAULER				CATEGORY:Special Ability	TYPE:Extraordinary.Archetype.BarbarianArchetype	DESC:A titan mauler gains a +1 bonus on attack rolls and a +1 dodge bonus to AC in melee with creatures larger than themselves. This ability replaces fast movement.																																																																																																																																																																													SOURCEPAGE:p.30
Jotungrip				KEY:Jotungrip ~ TITAN MAULER					CATEGORY:Special Ability	TYPE:Extraordinary.Archetype.BarbarianArchetype	DESC:At 2nd level, a titan mauler may choose to wield a two-handed weapon in one hand with a -2 penalty on attack rolls while doing so. The weapon must be appropriately sized for her, and it is treated as onehanded when determining the effect of Power Attack, Strength bonus to damage, and the like. This ability replaces uncanny dodge.																																																																																																																																																SOURCEPAGE:p.30
Massive Weapons			KEY:Massive Weapons ~ TITAN MAULER				CATEGORY:Special Ability	TYPE:Extraordinary.Archetype.BarbarianArchetype	DESC:At 3rd level, a titan mauler becomes skilled in the use of massive weapons looted from her titanic foes. The attack roll penalty for using weapons too large for her size is reduced by 1, and this reduction increases by 1 for every three levels beyond 3rd (to a minimum of 0). This ability replaces trap sense.																																																																																																																																																				SOURCEPAGE:p.30
Evade Reach				KEY:Evade Reach ~ TITAN MAULER				CATEGORY:Special Ability	TYPE:Extraordinary.Archetype.BarbarianArchetype	DESC:At 5th level, as a swift action, a titan mauler may choose one creature within her line of sight. Until the end of her turn, that target's reach is treated as if it were 5 feet shorter with respect to reaching the titan mauler, and this reduction increases by 5 feet for every five levels beyond 5th. This ability replaces improved uncanny dodge.																																																																																																																																														SOURCEPAGE:p.30
Titanic Rage			KEY:Titanic Rage ~ TITAN MAULER				CATEGORY:Special Ability	TYPE:Supernatural.Archetype.BarbarianArchetype		DESC:At 14th level, a titan mauler may choose to gain the benefits of enlarge person when she enters a rage. While using titanic rage, she must spend 2 rounds of rage per round, and she becomes exhausted rather than fatigued when the rage ends. This ability replaces indomitable will.																																																																																																																																																									SOURCEPAGE:p.30
Rage Powers				KEY:Rage Powers ~ TITAN MAULER				CATEGORY:Special Ability	TYPE:Archetype.BarbarianArchetype					DESC:The following rage powers complement the titan mauler archetype - body bludgeon*, greater ground breaker*, ground breaker**, knockback, mighty swing, powerful blow, smasher**, and strength surge.																																																																																																																																																																							SOURCEPAGE:p.30

TRUE PRIMITIVE			KEY:Barbarian Archetype ~ TRUE PRIMITIVE			CATEGORY:Archetype		TYPE:Archetype.BarbarianArchetype.BarbarianFastMovement.BarbarianTrapSense		PRECLASS:1,Barbarian=1	PREMULT:1,[PREABILITY:1,CATEGORY=Archetype,Barbarian Archetype ~ TRUE PRIMITIVE],[!PREABILITY:1,CATEGORY=Archetype,TYPE.BarbarianFastMovement,TYPE.BarbarianTrapSense]	DESC:Isolated and xenophobic tribes that dwell in areas untouched by civilization often see anything from cities and organized settlements as strange, dangerous, and decadent. They gain power from their truly primitive nature; their bodies and spirits are hardened by the wild and untainted existence far from the pathetic softness of so-called civilization. Even when forced to mingle with civilization, the true primitive stays apart in both traditions and trappings.																																																																																																																										SOURCEPAGE:p.30		ABILITY:Special Ability|AUTOMATIC|Weapon and Armor Proficiency ~ TRUE PRIMITIVE|PRECLASS:1,Barbarian=1	ABILITY:Special Ability|AUTOMATIC|Illiteracy ~ TRUE PRIMITIVE|PRECLASS:1,Barbarian=1	ABILITY:Special Ability|AUTOMATIC|Favored Terrain ~ TRUE PRIMITIVE|PRECLASS:1,Barbarian=1	ABILITY:Special Ability|AUTOMATIC|Trophy Fetish ~ TRUE PRIMITIVE|PRECLASS:1,Barbarian=3	ABILITY:Special Ability|AUTOMATIC|Rage Powers ~ TRUE PRIMITIVE|PRECLASS:1,Barbarian=1
#
Weapon and Armor Proficiency	KEY:Weapon and Armor Proficiency ~ TRUE PRIMITIVE	CATEGORY:Special Ability	TYPE:Archetype.BarbarianArchetype					DESC:A true primitive is proficient with hide armor and armors made from bone (see page 146). A true primitive is also proficient with bone shields and the following weapons - battleaxe, blowgun, club, greatclub, handaxe, longspear, shortspear, sling, and spear.																																																																																																																																																													SOURCEPAGE:p.30
Illiteracy				KEY:Illiteracy ~ TRUE PRIMITIVE				CATEGORY:Special Ability	TYPE:Archetype.BarbarianArchetype					DESC:A true primitive cannot read or write, and her superstition about such things leads her to refuse to ever learn to read or write, even if she multiclasses into other classes.																																																																																																																																																																											SOURCEPAGE:p.30
Favored Terrain			KEY:Favored Terrain ~ TRUE PRIMITIVE			CATEGORY:Special Ability	TYPE:Extraordinary.Archetype.BarbarianArchetype			DESC:A true primitive has a favored terrain representing her native homeland. This ability functions as the ranger class feature, and the true primitive's bonuses in that terrain improve by +2 at 5th level and every five levels thereafter. However, she does not gain any additional favored terrains. This ability replaces fast movement.																																																																																																																																																SOURCEPAGE:p.30
Trophy Fetish			KEY:Trophy Fetish ~ TRUE PRIMITIVE				CATEGORY:Special Ability	TYPE:Extraordinary.Archetype.BarbarianArchetype			DESC:A true primitive collects teeth, bones, hair, and other trophies from vanquished enemies, representing their power and strength. At 3rd level, a true primitive can attach a trophy fetish to one of the traditional true primitive weapons listed above. When wielding that weapon, the true primitive gains a +1 morale bonus on damage rolls. Furthermore, if that weapon has the fragile property, once per day, the true primitive can ignore the effects of a single natural 1 roll. A trophy fetish can also be attached to a suit of hide armor, granting the true primitive a +1 morale bonus on saving throws. Furthermore, if that armor has the fragile property, once per day, the true primitive can chose not to have the armor break on the confirmation of a critical hit made against her. Every five levels beyond 3rd, a true primitive can use an additional trophy fetish. Multiple trophy fetishes can be attached to the same armor or weapon; their effects stack. A trophy fetish can be sundered (hardness 5, 1 hit point) but is not damaged by area attacks or attacks that do not specifically target it. It has no effect if attached to other types of weapons or armor. This ability replaces trap sense.	SOURCEPAGE:p.31
Rage Powers				KEY:Rage Powers ~ TRUE PRIMITIVE				CATEGORY:Special Ability	TYPE:Archetype.BarbarianArchetype					DESC:The following rage powers complement the true primitive archetype - animal fury, eater of magic*, ghost hunter*, greater primal scent*, low-light vision, night vision, primal scent*, scent, spell sunder*, sunder enchantment*, superstition, and witch hunter**.																																																																																																																																																												SOURCEPAGE:p.31

URBAN BARBARIAN			KEY:Barbarian Archetype ~ URBAN BARBARIAN			CATEGORY:Archetype		TYPE:Archetype.BarbarianArchetype.BarbarianFastMovement		PRECLASS:1,Barbarian=1	PREMULT:1,[PREABILITY:1,CATEGORY=Archetype,Barbarian Archetype ~ URBAN BARBARIAN],[!PREABILITY:1,CATEGORY=Archetype,TYPE.BarbarianFastMovement]	DESC:Every barbarian knows that city life can soften the spirit and the body, but some barbarians take on the trappings and ways of their adoptive homes and bend their savage powers to its challenges. While these urban barbarians' rough edges are smoothed into civility, they can use their primal nature and upbringing to move with the ebb and flow of civilization's natural rhythms.																																																																																																																																								SOURCEPAGE:p.31		ABILITY:Special Ability|AUTOMATIC|Weapon and Armor Proficiency ~ URBAN BARBARIAN|PRECLASS:1,Barbarian=1	ABILITY:Special Ability|AUTOMATIC|Skills ~ URBAN BARBARIAN|PRECLASS:1,Barbarian=1	ABILITY:Special Ability|AUTOMATIC|Crowd Control ~ URBAN BARBARIAN|PRECLASS:1,Barbarian=1	ABILITY:Special Ability|AUTOMATIC|Controlled Rage ~ URBAN BARBARIAN|PRECLASS:1,Barbarian=1	ABILITY:Special Ability|AUTOMATIC|Rage Powers ~ URBAN BARBARIAN|PRECLASS:1,Barbarian=1
#
Weapon and Armor Proficiency	KEY:Weapon and Armor Proficiency ~ URBAN BARBARIAN	CATEGORY:Special Ability	TYPE:Archetype.BarbarianArchetype					DESC:An urban barbarian is not proficient with medium armor.																																																																																																																																																																																														SOURCEPAGE:p.31
Skills				KEY:Skills ~ URBAN BARBARIAN					CATEGORY:Special Ability	TYPE:Archetype.BarbarianArchetype					DESC:An urban barbarian does not gain Handle Animal (Cha), Knowledge (nature) (Int), or Survival (Wis) as class skills; instead, she gains Diplomacy (Cha), Knowledge (local) (Int), Knowledge (nobility) (Int), Linguistics (Int), and Profession (Wis) as class skills.																																																																																																																																																												SOURCEPAGE:p.31
Crowd Control			KEY:Crowd Control ~ URBAN BARBARIAN				CATEGORY:Special Ability	TYPE:Extraordinary.Archetype.BarbarianArchetype	DESC:At 1st level, an urban barbarian gains a +1 bonus on attack rolls and a +1 dodge bonus to AC when adjacent to two or more enemies. In addition, her movement is not impeded by crowds, and she gains a bonus equal to 1/2 her barbarian level on Intimidate checks to influence crowds (Core Rulebook 436). This ability replaces fast movement.																																																																																																																																															SOURCEPAGE:p.31
Controlled Rage			KEY:Controlled Rage ~ URBAN BARBARIAN			CATEGORY:Special Ability	TYPE:Extraordinary.Archetype.BarbarianArchetype	DESC:When an urban barbarian rages, instead of making a normal rage she may apply a +4 morale bonus to her Strength, Dexterity, or Constitution. This bonus increases to +6 when she gains greater rage and +8 when she gains mighty rage. She may apply the full bonus to one ability score or may split the bonus between several scores in increments of +2. When using a controlled rage, an urban barbarian gains no bonus on Will saves, takes no penalties to AC, and can still use Intelligence-, Dexterity-, and Charisma-based skills. This ability otherwise follows the normal rules for rage.																																																																																																							SOURCEPAGE:p.31
Rage Powers				KEY:Rage Powers ~ URBAN BARBARIAN				CATEGORY:Special Ability	TYPE:Archetype.BarbarianArchetype					DESC:The following rage powers complement the urban barbarian archetype - boasting taunt**, clear mind, deadly accuracy*, guarded stance, intimidating glare, lethal accuracy*, no escape, quick reflexes, perfect accuracy*, sharpened accuracy*, surprise accuracy, and unexpected strike.																																																																																																																																																									SOURCEPAGE:p.31

WILD RAGER				KEY:Barbarian Archetype ~ WILD RAGER			CATEGORY:Archetype		TYPE:Archetype.BarbarianArchetype.BarbarianUncannyDodge.BarbarianImprovedUncannyDodge		PRECLASS:1,Barbarian=1	PREMULT:1,[PREABILITY:1,CATEGORY=Archetype,Barbarian Archetype ~ WILD RAGER],[!PREABILITY:1,CATEGORY=Archetype,TYPE.BarbarianUncannyDodge,TYPE.BarbarianImprovedUncannyDodge]	DESC:Rages are barely controlled, but there are those who wholly give in to their more savage side, letting their rages take them to a confusing and uncontrolled place of terrible savagery. These barbarians become beasts, consumed with absolute bloodlust to the point where they cannot tell friend from foe.																																																																																																																																																					SOURCEPAGE:p.31	ABILITY:Special Ability|AUTOMATIC|Uncontrolled Rage ~ WILD RAGER|PRECLASS:1,Barbarian=1	ABILITY:Special Ability|AUTOMATIC|Wild Fighting ~ WILD RAGER|PRECLASS:1,Barbarian=2	ABILITY:Special Ability|AUTOMATIC|Rage Conversion ~ WILD RAGER|PRECLASS:1,Barbarian=5	ABILITY:Special Ability|AUTOMATIC|Rage Powers ~ WILD RAGER|PRECLASS:1,Barbarian=1
#
Uncontrolled Rage			KEY:Uncontrolled Rage ~ WILD RAGER				CATEGORY:Special Ability	TYPE:Extraordinary.Archetype.BarbarianArchetype	DESC:A wild rager's rage functions as normal, except that when she reduces a creature to 0 or fewer hit points, she must attempt a Will save (DC 10 + the barbarian's level + the barbarian's Charisma modifier) or become confused. For the remainder of her current turn, she attacks the nearest creature other than herself. On the following round, refer to the confusion spell (Core Rulebook 258) to determine her actions. At the end of this round, and each round thereafter, she can attempt a new saving throw to end the confusion effect. The rounds during which she is confused do not count against the rounds she has spent raging that day, but she cannot end her rage voluntarily, nor can she use rage powers while confused.																																																																																SOURCEPAGE:p.31
Wild Fighting			KEY:Wild Fighting ~ WILD RAGER				CATEGORY:Special Ability	TYPE:Extraordinary.Archetype.BarbarianArchetype	DESC:At 2nd level, even when not raging, wild ragers often fight with reckless, savage abandon. A wild rager using the full-attack action can make one extra attack per round at her highest base attack bonus. Until the beginning of her next turn, however, she takes a -2 penalty on attack rolls and -4 penalty to AC. This ability replaces uncanny dodge.																																																																																																																																														SOURCEPAGE:p.31
Rage Conversion			KEY:Rage Conversion ~ WILD RAGER				CATEGORY:Special Ability	TYPE:Extraordinary.Archetype.BarbarianArchetype	DESC:At 5th level, a wild rager who fails a saving throw against any mind-affecting effect can attempt a new saving throw at the beginning of her next turn. If the save succeeds, that effect ends and she instead rages and becomes confused as noted above. This ability replaces improved uncanny dodge.																																																																																																																																																						SOURCEPAGE:p.31
Rage Powers				KEY:Rage Powers ~ WILD RAGER					CATEGORY:Special Ability	TYPE:Archetype.BarbarianArchetype					DESC:The following rage powers complement the wild rager archetype - animal fury, bloody blow*, body bludgeon*, brawler**, crippling blow*, greater brawler**, intimidating glare, mighty swing*, no escape, powerful blow, and quick reflexes.																																																																																																																																																																SOURCEPAGE:p.31

###Block: Bard ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------ ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
# Ability Name			Unique Key								Category of Ability		Type											Description																																																																																																																																																																																																																																																																	Source Page
ARCHAEOLOGIST			KEY:Bard Archetype ~ ARCHAEOLOGIST				CATEGORY:Archetype		TYPE:Archetype.BardArchetype.BardBardicPerformance.BardVersatilePerformance.BardWellVersed	PRECLASS:1,Bard=1	PREMULT:1,[PREABILITY:1,CATEGORY=Archetype,Bard Archetype ~ ARCHAEOLOGIST],[!PREABILITY:1,CATEGORY=Archetype,TYPE.BardBardicPerformance,TYPE.BardVersatilePerformance,TYPE.BardWellVersed]	DESC:No stodgy researcher, this archaeologist meets his research head-on in the field. Archaeologists sacrifice the bard's inspirational performance for a smattering of rogue talents. This archetype also fits roguelike characters that focus more on learning than on stabbing foes in the back.																																																																																																																																																																																																																		SOURCEPAGE:p.32	ABILITY:Special Ability|AUTOMATIC|Bardic Performance ~ ARCHAEOLOGIST|PRECLASS:1,Bard=1	ABILITY:Special Ability|AUTOMATIC|Archaeologist's Luck ~ ARCHAEOLOGIST|PRECLASS:1,Bard=1	ABILITY:Special Ability|AUTOMATIC|Clever Explorer ~ ARCHAEOLOGIST|PRECLASS:1,Bard=2	ABILITY:Special Ability|AUTOMATIC|Uncanny Dodge ~ ARCHAEOLOGIST|PRECLASS:1,Bard=2	ABILITY:Special Ability|AUTOMATIC|Trap Sense ~ ARCHAEOLOGIST|PRECLASS:1,Bard=3	ABILITY:Special Ability|AUTOMATIC|Rogue Talents ~ ARCHAEOLOGIST|PRECLASS:1,Bard=4	ABILITY:Special Ability|AUTOMATIC|Evasion ~ ARCHAEOLOGIST|PRECLASS:1,Bard=6	ABILITY:Special Ability|AUTOMATIC|Advanced Talent ~ ARCHAEOLOGIST|PRECLASS:1,Bard=12
#	
Bardic Performance		KEY:Bardic Performance ~ ARCHAEOLOGIST			CATEGORY:Special Ability	TYPE:Archetype.BardArchetype					DESC:Archaeologists do not gain the bardic performance ability or any of its performance types.																																																																																																																																																																																																																																																			SOURCEPAGE:p.32
Archaeologist's Luck		KEY:Archaeologist's Luck ~ ARCHAEOLOGIST			CATEGORY:Special Ability	TYPE:Extraordinary.Archetype.BardArchetype	DESC:Fortune favors the archaeologist. As a swift action, an archaeologist can call on fortune's favor, giving him a +1 luck bonus on attack rolls, saving throws, skill checks, and weapon damage rolls. He can use this ability for a number of rounds per day equal to 4 + his Charisma modifier. Maintaining this bonus is a free action, but it ends immediately if the archaeologist is killed, paralyzed, stunned, knocked unconscious, or otherwise prevented from taking a free action to maintain it each round. Archaeologist's luck is treated as bardic performance for the purposes of feats, abilities, effects, and the like that affect bardic performance. Like bardic performance, it cannot be maintained at the same time as other performance abilities. This bonus increases to +2 at 5th level, +3 at 11th level, and +4 at 17th level.																																																																																																																								SOURCEPAGE:p.32
Clever Explorer			KEY:Clever Explorer ~ ARCHAEOLOGIST				CATEGORY:Special Ability	TYPE:Extraordinary.Archetype.BardArchetype	DESC:At 2nd level, an archaeologist gains a bonus equal to half his class level on Disable Device and Perception checks. He can disable intricate and complex devices in half the normal amount of time (minimum 1 round) and open a lock as a standard action. At 6th level, an archaeologist can take 10 on Disable Device checks, even if distracted or endangered, and can disarm magical traps. This ability replaces the versatile performance ability.																																																																																																																																																																																								SOURCEPAGE:p.32
Uncanny Dodge			KEY:Uncanny Dodge ~ ARCHAEOLOGIST				CATEGORY:Special Ability	TYPE:Extraordinary.Archetype.BardArchetype	DESC:At 2nd level, an archaeologist gains uncanny dodge, as the rogue class feature of the same name. This ability replaces well-versed.																																																																																																																																																																																																																																												SOURCEPAGE:p.32
Trap Sense				KEY:Trap Sense ~ ARCHAEOLOGIST				CATEGORY:Special Ability	TYPE:Extraordinary.Archetype.BardArchetype	DESC:At 3rd level, an archaeologist gains trap sense +1, as the rogue class feature of the same name. This bonus improves by +1 for every three levels gained after 3rd, to a maximum of +6 at 18th level.																																																																																																																																																																																																																																	SOURCEPAGE:p.32
Rogue Talents			KEY:Rogue Talents ~ ARCHAEOLOGIST				CATEGORY:Special Ability	TYPE:Archetype.BardArchetype					DESC:At 4th level, an archaeologist gains a rogue talent. He gains an additional rogue talent for every four levels of archaeologist gained after 4th level. Otherwise, this works as the rogue's rogue talent ability.																																																																																																																																																																																																																															SOURCEPAGE:p.32
Evasion				KEY:Evasion ~ ARCHAEOLOGIST					CATEGORY:Special Ability	TYPE:Extraordinary.Archetype.BardArchetype	DESC:At 6th level, an archaeologist gains evasion, as the rogue ability of the same name.																																																																																																																																																																																																																																																				SOURCEPAGE:p.32
Advanced Talent			KEY:Advanced Talent ~ ARCHAEOLOGIST				CATEGORY:Special Ability	TYPE:Archetype.BardArchetype					DESC:At 12th level, and every four levels thereafter, an archaeologist can choose an advanced rogue talent in place of a rogue talent.																																																																																																																																																																																																																																												SOURCEPAGE:p.32

DAREDEVIL				KEY:Bard Archetype ~ DAREDEVIL				CATEGORY:Archetype		TYPE:Archetype.BardArchetype.BardBardicKnowledge.BardInspireCourage.BardWellVersed.BardLoreMaster		PRECLASS:1,Bard=1	PREMULT:1,[PREABILITY:1,CATEGORY=Archetype,Bard Archetype ~ DAREDEVIL],[!PREABILITY:1,CATEGORY=Archetype,TYPE.BardBardicKnowledge,TYPE.BardInspireCourage,TYPE.BardWellVersed,TYPE.BardLoreMaster]	DESC:As quick at wordplay as at swordplay, daredevils are dashing heroes, inspiring their allies to match their clever repartee and acrobatic feats. Daredevils often lean toward comedy, dance, oratory, and singing.																																																																																																																																																																																																																															SOURCEPAGE:p.32	ABILITY:Special Ability|AUTOMATIC|Agile ~ DAREDEVIL|PRECLASS:1,Bard=1	ABILITY:Special Ability|AUTOMATIC|Bardic Performance ~ DAREDEVIL|PRECLASS:1,Bard=1	ABILITY:Special Ability|AUTOMATIC|Derring-do ~ DAREDEVIL|PRECLASS:1,Bard=1	ABILITY:Special Ability|AUTOMATIC|Canny Foe ~ DAREDEVIL|PRECLASS:1,Bard=2	ABILITY:Special Ability|AUTOMATIC|Dauntless ~ DAREDEVIL|PRECLASS:1,Bard=2	ABILITY:Special Ability|AUTOMATIC|Scoundrel's Fortune ~ DAREDEVIL|PRECLASS:1,Bard=5
#
Agile					KEY:Agile ~ DAREDEVIL						CATEGORY:Special Ability	TYPE:Extraordinary.Archetype.BardArchetype	DESC:A daredevil adds half her class level (minimum 1) on Acrobatics, Bluff, Climb, and Escape Artist checks. This ability replaces bardic knowledge.																																																																																																																																																																																																																																										SOURCEPAGE:p.32
Bardic Performance		KEY:Bardic Performance ~ DAREDEVIL				CATEGORY:Special Ability	TYPE:Archetype.BardArchetype					DESC:A daredevil gains the following type of bardic performance.																																																																																																																																																																																																																																																								SOURCEPAGE:p.32
Derring-do				KEY:Derring-do ~ DAREDEVIL					CATEGORY:Special Ability	TYPE:Supernatural.Archetype.BardArchetype		DESC:A daredevil can use her performance to bring out grace in the clumsiest allies. The daredevil and any allies who see her receive a +1 morale bonus on Reflex saving throws and a +2 competence bonus on Dexteritybased skill checks. Allies who move at least 10 feet during their turn gain a +1 dodge bonus to their Armor Class until the start of their next turn. At 5th level, and every six bard levels thereafter, the saving throw and Armor Class bonuses increase by +1, to a maximum of +4 at 17th level, and the skill check bonuses increase by +2, to a maximum of +8 at 17th level. This is a mind-affecting ability that uses visual components. This ability replaces inspire courage.																																																																																																																																																SOURCEPAGE:p.32
Canny Foe				KEY:Canny Foe ~ DAREDEVIL					CATEGORY:Special Ability	TYPE:Extraordinary.Archetype.BardArchetype	DESC:At 2nd level, a daredevil can choose one type of combat maneuver. She gains a +2 bonus on her combat maneuver checks to attempt the chosen maneuver and to her CMD to resist that maneuver. At 6th level, and every four levels thereafter, the daredevil gains a +2 bonus for an additional type of combat maneuver. She may not choose the same maneuver twice. This ability replaces versatile performance.																																																																																																																																																																																															SOURCEPAGE:p.32
Dauntless				KEY:Dauntless ~ DAREDEVIL					CATEGORY:Special Ability	TYPE:Extraordinary.Archetype.BardArchetype	DESC:At 2nd level, a daredevil gains a +1 morale bonus on saving throws against mind-affecting effects, including all fear effects. This bonus increases by +1 for every four levels gained after 2nd level, to a maximum of +5 at 18th level. This ability replaces well-versed.																																																																																																																																																																																																																					SOURCEPAGE:p.32
Scoundrel's Fortune		KEY:Scoundrel's Fortune ~ DAREDEVIL				CATEGORY:Special Ability	TYPE:Extraordinary.Archetype.BardArchetype	DESC:At 5th level, once per day a daredevil can choose to roll two dice instead of one for any skill check, keeping the best result. She can use this ability one additional time per day for every three levels she possesses beyond 5th, to a maximum of eight times per day at 20th level. This ability replaces lore master.																																																																																																																																																																																																													SOURCEPAGE:p.32

# Source - http://paizo.com/pathfinderRPG/prd/ultimateCombat/classArchetypes/bard.html
#Daredevil					KEY:Bard Archetype ~ Archetype			CATEGORY:Archetype		TYPE:Archetype.BardArchetype.BardBardicKnowledge.BardInspireCourage.BardVersatilePerformance.BardWellVersed.BardLoreMaster																		PRECLASS:1,Bard=1								PREMULT:1,[PREABILITY:1,CATEGORY=Archetype,Bard Archetype ~ Daredevil],[!PREABILITY:1,CATEGORY=Archetype,TYPE.BardBardicKnowledge,TYPE.BardInspireCourage,TYPE.BardVersatilePerformance,TYPE.BardWellVersed,TYPE.BardLoreMaster]																										DESC:As quick at wordplay as at swordplay, daredevils are dashing heroes, inspiring their allies to match their clever repartee and acrobatic feats. Daredevils often lean toward comedy, dance, oratory, and singing.																																																																																																																																																																																																																																																																																																																																																																			ABILITY:Special Ability|AUTOMATIC|Agile ~ Daredevil|PRECLASS:1,Bard=1	ABILITY:Special Ability|AUTOMATIC|Bardic Performance ~ Daredevil|PRECLASS:1,Bard=1	ABILITY:Special Ability|AUTOMATIC|Derring-do ~ Daredevil|PRECLASS:1,Bard=1	ABILITY:Special Ability|AUTOMATIC|Canny Foe ~ Daredevil|PRECLASS:1,Bard=2	ABILITY:Special Ability|AUTOMATIC|Dauntless ~ Daredevil|PRECLASS:1,Bard=2	ABILITY:Special Ability|AUTOMATIC|Scoundrel's Fortune ~ Daredevil|PRECLASS:1,Bard=5																																																																																																																																																																																																																																																																																																																																			COST:0

# Daredevil Abilities
#Agile						KEY:Agile ~ Daredevil					CATEGORY:Special Ability	TYPE:Extraordinary.SpecialQuality																																																																																																										DESC:A daredevil adds half her class level (minimum 1) on Acrobatics, Bluff, Climb, and Escape Artist checks. This ability replaces bardic knowledge.																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																										BONUS:SKILL|Acrobatics,Bluff,Climb,Escape Artist|max((BardLvl/2),1)|TYPE=Class
#Bardic Performance			KEY:Bardic Performance ~ Daredevil			CATEGORY:Special Ability	TYPE:SpecialQuality																																																																																																												DESC:A daredevil gains the following type of bardic performance.
